user,location,date,coordinates,content
LastQuake,"based in Paris, works globally",2021-02-10 09:06:21,"{'type': 'Point', 'coordinates': [16.07, 45.4]}",This is the 9th felt #earthquake in Croatia in the last 72 hours https://t.co/wPtMW5ND1t
LastQuake,"based in Paris, works globally",2021-02-10 09:05:16,"{'type': 'Point', 'coordinates': [16.07, 45.4]}",Felt #earthquake (#potres) M1.8 strikes 25 km W of #Sisak (#Croatia) 7 min ago. Please report to: https://t.co/etrHvGN50C https://t.co/GvmCVcwW5v
EMSC,"Bruyères-Le-Chatel, France",2021-02-10 09:01:00,,#Earthquake (#potres) M1.8 strikes 25 km W of #Sisak (#Croatia) 3 min ago. More info: https://t.co/HAsss8ExRn
ENSO1998,SE PA  USA,2021-02-10 08:12:29,,Earthquake reported few minutes ago in or near Croatia https://t.co/UBeZBhjEsK
LastQuake,"based in Paris, works globally",2021-02-10 05:58:04,"{'type': 'Point', 'coordinates': [15.98, 45.54]}",Map of felt reports received so far following the #earthquake M1.7 in Croatia 43 min ago https://t.co/e1aepPFvlv
LastQuake,"based in Paris, works globally",2021-02-10 05:36:05,"{'type': 'Point', 'coordinates': [15.98, 45.54]}",M1.7 #earthquake (#potres) strikes 21 km S of Velika Gorica (#Croatia) 21 min ago. Read eyewitnesses' stories &amp; share yours: https://t.co/iIOrFriIVu
LastQuake,"based in Paris, works globally",2021-02-10 05:21:05,"{'type': 'Point', 'coordinates': [15.98, 45.54]}",This is the 8th felt #earthquake in Croatia in the last 69 hours https://t.co/wPtMW5ND1t
LastQuake,"based in Paris, works globally",2021-02-10 05:21:05,"{'type': 'Point', 'coordinates': [15.98, 45.54]}",Felt #earthquake (#potres) M1.7 strikes 21 km S of Velika Gorica (#Croatia) 6 min ago. Please report to: https://t.co/Ap3dA92sPN https://t.co/FYUZcnBQV4
EMSC,"Bruyères-Le-Chatel, France",2021-02-10 05:17:30,,#Earthquake (#potres) M1.7 strikes 21 km S of Velika Gorica (#Croatia) 3 min ago. More info: https://t.co/7d3sQ8Aj09
MONO_KUMARZ,im a minor - nsfw dni ,2021-02-10 02:56:21,,"dream stans getting a keysmash high up on the trending page while a massive earthquake ripped through croatia that killed at least 7 people, injured over 20, and left insane amounts of destruction received a fraction of that attention will never fail to piss me off"
emweeklyrpt,Worldwide,2021-02-10 01:00:42,,@IcomOfficiel Croatia Earthquake: situation report and ICOM actions to support the museum sector https://t.co/drjslLnWqL @SmithsonianCRI @CPP_Officer @VSabucco @CultureDeclares @BlueShield_Int @SmithsonianCRI @UNESCO_USI @elounasso https://t.co/ZfUXHtHavq
aptshadow,,2021-02-11 18:49:27,,"Juliet and I are appearing (virtually) at ConTribution, a charity convention for the Petrinja Earthquake fund. We're on at 18.00 Central Europe Time, which I think is 17.00 UK time. (There's also a full convention and Croatia has a wonderful SF community). https://t.co/oTsQJIx1jA"
Glasgowin2024,"Glasgow, United Kingdom",2021-02-11 18:33:31,,"On 29th December, the town of Petrinja suffered a violent earthquake, killing 7 and causing damage as far away as Bosnia and Slovenia. ConTribution supports the Solidarna Foundation's (@SOLIDARNAhr) reconstruction work in one of Croatia's poorest regions.

https://t.co/6Zj1w54Lh9"
Glasgowin2024,"Glasgow, United Kingdom",2021-02-11 18:33:30,,"#ConTribution is almost here! Show the power of the SF community to effect change and support the victims of the Croatia's Petrinja earthquake at this weekend's fundraiser. Featuring special guests Juliet E. McKenna and Adrian Tchaikovsky!
https://t.co/cgPE01kGar https://t.co/86uHNnTALI"
B_Cara_mello,,2021-02-11 18:32:19,,"Would you guys be okay with me delaying commissions a little to fundraise towards helping those affected by the earthquake in Croatia? I'll try to make it cheap and not labor-intensive so I can do a lot quickly LOL, YCH icons maybe?"
Chillaxpepper,France,2021-02-11 18:05:15,,"@negrostarz Hello. My family is from croatia. And even I didn't heard about this earthquake.

Not because of mcyttwt making another thing trending, but because of informative medias that didn't talk about it.

Don't go after LITTERAL KIDS, or dream for talking about smthg they enjoy. :)"
Milkn_Sugar,Read carrd before interacting,2021-02-11 17:43:58,,I'm SO MAD about what happened with the Croatia earthquake hashtag
neve_bella,She/Her,2021-02-11 15:41:38,,@negrostarz personally id like to say that the only reason why i knew about that earthquake was bc mcyt stans tweeted about it sooo... also # about croatia was 2nd to me idk man
rednoses_int,"Wien, Österreich",2021-02-11 13:04:44,,"Last December an earthquake hit central Croatia leaving more than 6.000 people without homes. 

“This is the first time I am seeing him interact with others. He is even singing and dancing. ....

#earthquake #Croatia https://t.co/D1zMAYz06n"
realkazuha,he/they // 17 // INFP-T,2021-02-11 11:33:27,,"// earthquake , death

this is completely not the point at all but

the earthquakes in croatia killed 8 people. i argue that’s 8 too many. but, im just tired of people weaponizing tragedies for twitter.

leaves a bad taste in my mouth that’s all https://t.co/yabN9ORTrX"
plarpedbees,"Awesometown, SmoshVille",2021-02-11 11:30:04,,I have no money atm so all I can do is send my thoughts and prayers out to the people and families harmed by the earthquake in Croatia.
weeb_yuki,Sukuna's domain,2021-02-11 10:50:23,,"Not to be an ""anti"" as hpw you worshippers of mcyt call us but stope putting the mfs in a shrine....they aint crap...uhm hello earthquake in Croatia anyone?Y'all do b some annoying 12 year olds"
LastQuake,"based in Paris, works globally",2021-02-11 10:42:04,"{'type': 'Point', 'coordinates': [16.01, 45.53]}",Map of felt reports received so far following the #earthquake M1.5 in Croatia 42 min ago https://t.co/eRjbl9NfW1
LastQuake,"based in Paris, works globally",2021-02-11 10:26:03,"{'type': 'Point', 'coordinates': [16.01, 45.53]}",M1.5 #earthquake (#potres) strikes 30 km W of #Sisak (#Croatia) 26 min ago. Read eyewitnesses' stories &amp; provide yours: https://t.co/BEbXwJZGOe
bjuncek,"London, UK",2021-02-11 10:13:30,,"My dad (@BorisKorbar ) is supporting the JednaKucaVise  initiative, supporting the victims of the earthquake in Croatia through specific and targeted help. 

See how you can help here:
https://t.co/ceScbhjGQS"
LastQuake,"based in Paris, works globally",2021-02-11 10:13:04,"{'type': 'Point', 'coordinates': [16.01, 45.53]}",M1.5 #earthquake (#potres) strikes 30 km W of #Sisak (#Croatia) 13 min ago. Read eyewitnesses' stories &amp; share yours: https://t.co/BEbXwJZGOe
Myurimeow,Republic of Croatia,2021-02-11 10:12:17,,"@negrostarz Im from Croatia and Im so annoyed at you. Only time I see people talking about that earthquake is when they say ""Look, Dream fans got more trending then it"" and absolutely nothing else. Most people just use it as an excuse to hate on dream fans and they dont care about it at all."
LastQuake,"based in Paris, works globally",2021-02-11 10:08:05,"{'type': 'Point', 'coordinates': [16.01, 45.53]}",M1.5 #earthquake (#potres) strikes 30 km W of #Sisak (#Croatia) 8 min ago. Effects reported by eyewitnesses: https://t.co/5gFGC56gRw
LastQuake,"based in Paris, works globally",2021-02-11 10:07:18,"{'type': 'Point', 'coordinates': [16.01, 45.53]}",This detection is linked to the M1.5 #earthquake which shook Croatia 7 min ago
LastQuake,"based in Paris, works globally",2021-02-11 10:06:04,"{'type': 'Point', 'coordinates': [16.01, 45.53]}",This is the 5th felt #earthquake in Croatia in the last 69 hours https://t.co/wPtMW5ND1t
LastQuake,"based in Paris, works globally",2021-02-11 10:06:04,"{'type': 'Point', 'coordinates': [16.01, 45.53]}",Felt #earthquake (#potres) M1.5 strikes 30 km W of #Sisak (#Croatia) 6 min ago. Please report to: https://t.co/eaehQ5Q4NW https://t.co/nCU8flIPQF
ScoutingEurope,,2021-02-11 10:05:03,,"A Scout smiles under all difficulties💜

In #Croatia the #Scouts launched the Happycentar project ""New toys for calmer dreams"" to collect toys for kids from earthquake-affected areas.🧸Donations are coming from many citizens and companies. 🎥 Check it out! https://t.co/OY2lrudzDB https://t.co/qL6jctTgm2"
EMSC,"Bruyères-Le-Chatel, France",2021-02-11 10:03:25,,#Earthquake (#potres) M1.5 strikes 30 km W of #Sisak (#Croatia) 3 min ago. More info: https://t.co/0tvfp10ed5
BWSConsulting,Ipswich,2021-02-11 09:55:00,,"@MattHancock My wife, a British and Croatian citizen, is due to return from Croatia on 15th Feb after having been there dealing with damage to her family home following the 6.4 earthquake at the start of the year. When will you be announcing the 2 test package and how to book it?"
JCDNWashington,,2021-02-11 09:24:37,,"@negrostarz I'll be quite clear that as someone who lives in Croatia, I sensed the earthquakes while I was asleep, and people who got something unimportant trending other than the earthquake stuff are just sour jerks."
Milkn_Sugar,Read carrd before interacting,2021-02-11 09:10:14,,"Hey I'm just hearing about the big earthquake in Croatia a bit ago and I'm seeing they're still getting hit with quakes.
Yall know of any places to show support? I would love to share them around if they need money to rebuild and recover!"
Wensoing,Slovenia,2021-02-11 08:34:22,,@fr00zzy 7 people were killed in Croatia's earthquake so this is misinformation
GlitchyThrasher,Kekistan,2021-02-11 08:17:15,,so apparently the earthquake literally wiped out the entirety of croatia hmm https://t.co/vrZDQoOLmS
TimVersteeg4,Nederland,2021-02-11 07:48:36,,"@negrostarz Wait, so there was an earthquake in Croatia and it got swept under the messages of the Dream stans??? Jesus christ"
munchwei,timeline,2021-02-11 06:25:49,,oh no i wasn't able to hear about an earthquake in croatia
Zepliam,,2021-02-11 05:46:07,,"Remember the time we were trying to raise awareness of the Croatia earthquake, but dream stans decided that it was a good idea to be a bitch and invade it?"
draconis_bliss,"Texas, USA",2021-02-11 05:26:44,,"@negrostarz I could've sworn that earthquake in Croatia was a month ago, or last month. Though, I still hope that anyone that was caught in the earthquake are safe and sound."
pulsingmaggots,daron | they/them | 15,2021-02-11 04:25:41,,"just remembered the earthquake in croatia that happened a month or so back. ,,,not that great of a way to start the day, ngl,,,"
SIRguyDumb,dark corner,2021-02-11 03:33:40,,It's a distraction to us aswell cuz we talk more about the dream trending overtake croatia earthquake than the crotia earthquake trending itself https://t.co/euUcxWqTTd
TheTrueWolfii,"Houston, TX",2021-02-11 03:13:58,,"@HowdyImHowdy @snakehugz @cototototorra @negrostarz the earthquake happened in croatia at the same time that the keysmash hashtag started trending. Obviously, because of the fact that an area hit with a massive earthquake wouldn't get the best coverage, the keysmash hashtag drowned it out."
Namie__baby,she/they/black/bisexual/16,2021-02-11 02:49:05,,it was ignored because of the keyboard mash trending more than the earthquake in croatia it pisses me off that something that killed millions of people was ignored due to a dumb thing by people who care about nothing else than their favorite minecraft youtuber
MoonBigHands,,2021-02-11 02:44:07,,"@negrostarz Lmao I really don’t understand the problem here, you people are mad that a bunch of fucking thirteen year olds got a hashtag trending around the time an earthquake happened in croatia as if somehow the lack of awareness is their fault??? Am I missing something??"
AurumCorpus,"Michigan, USA • He/Him • Bi",2021-02-11 02:22:45,,"@negrostarz When I discussed how the Twitter algorithm is messed up and appeared biased towards Dream and against the earthquake that happened in Croatia, a few people got mad at me for “not letting kids enjoy something”"
melthesheikah,,2021-02-11 01:49:29,,"The earthquake in croatia didn't kill millions it killed 7 people, yall dont have to lie to get your point across https://t.co/UQr3PAidnz"
Garetho02,pain,2021-02-11 01:44:58,,@negrostarz Its curious how I actually missed on the Croatia earthquake because that and aa lot more of bs hashtags were trending that day
AnFlavusist,The Levant,2021-02-11 01:29:40,,Remember when there was an earthquake in croatia but it didn’t make trending because dream stans were hogging the hashtags?
jinx3d_,DEMA,2021-02-11 01:27:58,,@ylkumukly @negrostarz There was an earthquake in Croatia. You didnt hear about it because that day it was buried under a dream hashtag
BRasathane,İstanbul,2021-02-11 00:45:45,,"We think that within a week, an earthquake on M5 or above may occur on the eastern coast of the Adriatic Sea. Potential regions; Croatia, Bosnia and Herzegovina, Albania and Western Greece.

#EarthquakePrediction
#Earthquake"
gatorpanic,Puerto Rico,2021-02-11 00:42:08,,"this is not me downplaying the croatia earthquake or anything, that stuff was genuinely awful and im super sorry to the people that live there but ffs! stop treating 12 year olds like theyre the devil! thank you!"
gatorpanic,Puerto Rico,2021-02-11 00:42:07,,"blaming the kids and not twitter (the creator of the fucking tab) for the trending tab not prioritizing real emergencies over entertainment stuff is dumb! this is not about the croatia earthquake anymore and you know it, you just wanna talk down on kids!"
Rhinozigod_,idk anything creative to put,2021-02-10 23:31:35,,"just an fyi to anyone thinking that “oh it’s not the creators it’s just the stans”, no. dream literally supports his fanbase of creeps. he’s the reason that trending is meaningless. he’s the reason that the victims of the earthquake in croatia didn’t get the help they deserved. https://t.co/Pb2OPw25fz https://t.co/k9ekVeqYUL"
Rabbid2143,𝕎𝕚𝕥𝕙 𝕞𝕪 𝕗𝕣𝕚𝕖𝕟𝕕𝕤! ,2021-02-10 22:57:33,,An earthquake happened in Croatia and KILLED people. I don’t give a shit about what Dream did. It’s not as important as the lives of MILLIONS of people.
